ATAC summit (left anchor),ATAC summit (right anchor)
chr7:3693147-3693148,chr7:3645261-3645262
chr7:4149936-4149937,chr7:3693147-3693148
chr7:4443308-4443309,chr7:3291384-3291385
chr7:4478900-4478901,chr7:3629764-3629765
chr7:4502042-4502043,chr7:3645261-3645262
chr7:3693147-3693148,chr7:3693147-3693148
chr7:3704772-3704773,chr7:3704772-3704773
chr7:4136111-4136112,chr7:4099086-4099087
chr7:4149936-4149937,chr7:4149936-4149937
chr7:4443308-4443309,chr7:3645261-3645262
chr7:4478900-4478901,chr7:3693147-3693148
chr7:4502042-4502043,chr7:4149936-4149937
chr7:5060958-5060959,chr7:3291384-3291385
chr7:4443308-4443309,chr7:3629764-3629765
chr7:4502042-4502043,chr7:3645261-3645262
chr7:4443308-4443309,chr7:3693147-3693148
chr7:4443308-4443309,chr7:3704772-3704773
chr7:4478900-4478901,chr7:4149936-4149937
chr7:4502042-4502043,chr7:4915223-4915224
chr7:5060958-5060959,chr7:5020430-5020431
chr7:4925235-4925236,chr7:3693147-3693148
chr7:5038212-5038213,chr7:4793002-4793003
chr7:5060958-5060959,chr7:5020430-5020431
chr7:5060958-5060959,chr7:5038212-5038213
chr7:5080208-5080209,chr7:5060958-5060959
chr7:7298123-7298124,chr7:6362592-6362593
chr7:7298123-7298124,chr7:6778999-6779000
chr7:6728165-6728166,chr7:6285025-6285026
chr7:7298123-7298124,chr7:6331238-6331239
chr7:7298123-7298124,chr7:6362592-6362593
chr7:7298123-7298124,chr7:6383634-6383635
chr7:6913112-6913113,chr7:6728165-6728166
chr7:7298123-7298124,chr7:6778999-6779000
chr7:7298123-7298124,chr7:6913112-6913113
chr7:12921788-12921789,chr7:12905641-12905642
chr7:13038257-13038258,chr7:12921788-12921789
chr7:12949164-12949165,chr7:12921788-12921789
chr7:12978172-12978173,chr7:12961325-12961326
chr7:13009686-13009687,chr7:12965984-12965985
chr7:13038257-13038258,chr7:12921788-12921789
chr7:13038257-13038258,chr7:12978172-12978173
chr7:12978172-12978173,chr7:13009686-13009687
chr7:12978172-12978173,chr7:12905641-12905642
chr7:13009686-13009687,chr7:12921788-12921789
chr7:13038257-13038258,chr7:12949164-12949165
chr7:13024987-13024988,chr7:12978172-12978173
chr7:13038257-13038258,chr7:13009686-13009687
chr7:13038257-13038258,chr7:13024987-13024988
chr7:15947551-15947552,chr7:15922945-15922946
chr7:15967436-15967437,chr7:15947551-15947552
chr7:16048358-16048359,chr7:15947551-15947552
chr7:16048358-16048359,chr7:15967436-15967437
chr7:16048358-16048359,chr7:16029484-16029485
chr7:16222198-16222199,chr7:16207763-16207764
chr7:16272661-16272662,chr7:16211130-16211131
chr7:16400405-16400406,chr7:16207763-16207764
chr7:16222198-16222199,chr7:16211130-16211131
chr7:16272661-16272662,chr7:16272661-16272662
chr7:16286362-16286363,chr7:16272661-16272662
chr7:16297335-16297336,chr7:16286362-16286363
chr7:16312981-16312982,chr7:16297335-16297336
chr7:16400405-16400406,chr7:16272661-16272662
chr7:16297335-16297336,chr7:16286362-16286363
chr7:16312981-16312982,chr7:16297335-16297336
chr7:16400405-16400406,chr7:16297335-16297336
chr7:16309197-16309198,chr7:16309197-16309198
chr7:16312981-16312982,chr7:16312981-16312982
chr7:16326312-16326313,chr7:16207763-16207764
chr7:16400405-16400406,chr7:16272661-16272662
chr7:16326312-16326313,chr7:16286362-16286363
chr7:16400405-16400406,chr7:16297335-16297336
chr7:16326312-16326313,chr7:16309197-16309198
chr7:16400405-16400406,chr7:16312981-16312982
chr7:16400405-16400406,chr7:16326312-16326313
chr7:16400405-16400406,chr7:16387898-16387899
chr7:16406249-16406250,chr7:16400405-16400406
chr7:16452894-16452895,chr7:16400405-16400406
chr7:16738828-16738829,chr7:16400405-16400406
chr7:16781080-16781081,chr7:16400405-16400406
chr7:16842632-16842633,chr7:16400405-16400406
chr7:16875915-16875916,chr7:16400405-16400406
chr7:16924369-16924370,chr7:16842632-16842633
chr7:16875915-16875916,chr7:16875915-16875916
chr7:16892169-16892170,chr7:16880554-16880555
chr7:16924369-16924370,chr7:16400405-16400406
chr7:16892169-16892170,chr7:16875915-16875916
chr7:16924369-16924370,chr7:16892169-16892170
chr7:19095087-19095088,chr7:19076160-19076161
chr7:19131403-19131404,chr7:19095087-19095088
chr7:19149733-19149734,chr7:19095087-19095088
chr7:19360929-19360930,chr7:19131403-19131404
chr7:19149733-19149734,chr7:19149733-19149734
chr7:19156820-19156821,chr7:19149733-19149734
chr7:19228882-19228883,chr7:19156820-19156821
chr7:19270650-19270651,chr7:19149733-19149734
chr7:19360929-19360930,chr7:19156820-19156821
chr7:19228882-19228883,chr7:19228882-19228883
chr7:19270650-19270651,chr7:19270650-19270651
chr7:19270650-19270651,chr7:19228882-19228883
chr7:19309550-19309551,chr7:19270650-19270651
chr7:19340515-19340516,chr7:19301196-19301197
chr7:19360929-19360930,chr7:19309550-19309551
chr7:19301196-19301197,chr7:19309550-19309551
chr7:19309550-19309551,chr7:19309550-19309551
chr7:19340515-19340516,chr7:19327780-19327781
chr7:19360929-19360930,chr7:19228882-19228883
chr7:19664854-19664855,chr7:19270650-19270651
chr7:19309550-19309551,chr7:19301196-19301197
chr7:19340515-19340516,chr7:19309550-19309551
chr7:19345206-19345207,chr7:19327780-19327781
chr7:19360929-19360930,chr7:19333404-19333405
chr7:19316922-19316923,chr7:19301196-19301197
chr7:19327780-19327781,chr7:19309550-19309551
chr7:19333404-19333405,chr7:19095087-19095088
chr7:19340515-19340516,chr7:19149733-19149734
chr7:19345206-19345207,chr7:19228882-19228883
chr7:19360929-19360930,chr7:19270650-19270651
chr7:19333404-19333405,chr7:19301196-19301197
chr7:19340515-19340516,chr7:19309550-19309551
chr7:19360929-19360930,chr7:19327780-19327781
chr7:19340515-19340516,chr7:19333404-19333405
chr7:19360929-19360930,chr7:19340515-19340516
chr7:19360929-19360930,chr7:19345206-19345207
chr7:19360929-19360930,chr7:19508653-19508654
chr7:19715893-19715894,chr7:19270650-19270651
chr7:19748477-19748478,chr7:19628327-19628328
chr7:19562841-19562842,chr7:19360929-19360930
chr7:19664854-19664855,chr7:19664854-19664855
chr7:19715893-19715894,chr7:19360929-19360930
chr7:19748477-19748478,chr7:19664854-19664855
chr7:19748477-19748478,chr7:19715893-19715894
chr7:19817180-19817181,chr7:19748477-19748478
chr7:19824479-19824480,chr7:19817180-19817181
chr7:19912148-19912149,chr7:19817180-19817181
chr7:19934039-19934040,chr7:19912148-19912149
chr7:19921075-19921076,chr7:19817180-19817181
chr7:19934039-19934040,chr7:19912148-19912149
chr7:19934039-19934040,chr7:19921075-19921076
chr7:24391149-24391150,chr7:24365860-24365861
chr7:24391149-24391150,chr7:24380103-24380104
chr7:24399813-24399814,chr7:24391149-24391150
chr7:24507218-24507219,chr7:24391149-24391150
chr7:24530822-24530823,chr7:24391149-24391150
chr7:24883809-24883810,chr7:24507218-24507219
chr7:25077217-25077218,chr7:24530822-24530823
chr7:25250678-25250679,chr7:24391149-24391150
chr7:25688533-25688534,chr7:24530822-24530823
chr7:25782963-25782964,chr7:24883809-24883810
chr7:24530822-24530823,chr7:24391149-24391150
chr7:24546517-24546518,chr7:24530822-24530823
chr7:24883809-24883810,chr7:25077217-25077218
chr7:25077217-25077218,chr7:25219630-25219631
chr7:24904484-24904485,chr7:24391149-24391150
chr7:25280431-25280432,chr7:25219630-25219631
chr7:25688533-25688534,chr7:25238476-25238477
chr7:25219630-25219631,chr7:25250678-25250679
chr7:25280431-25280432,chr7:24883809-24883810
chr7:25688533-25688534,chr7:25077217-25077218
chr7:25238476-25238477,chr7:25219630-25219631
chr7:25250678-25250679,chr7:25238476-25238477
chr7:25280431-25280432,chr7:25250678-25250679
chr7:25688533-25688534,chr7:25268159-25268160
chr7:25250678-25250679,chr7:25250678-25250679
chr7:25280431-25280432,chr7:25280431-25280432
chr7:25268159-25268160,chr7:25250678-25250679
chr7:25280431-25280432,chr7:25280431-25280432
chr7:25297938-25297939,chr7:25280431-25280432
chr7:25316338-25316339,chr7:25250678-25250679
chr7:25659106-25659107,chr7:25659106-25659107
chr7:25688533-25688534,chr7:24391149-24391150
chr7:27196324-27196325,chr7:24883809-24883810
chr7:25280431-25280432,chr7:25077217-25077218
chr7:25297938-25297939,chr7:25219630-25219631
chr7:25316338-25316339,chr7:25250678-25250679
chr7:25322365-25322366,chr7:25280431-25280432
chr7:25688533-25688534,chr7:25659106-25659107
chr7:25782963-25782964,chr7:25680465-25680466
chr7:25680465-25680466,chr7:25688533-25688534
chr7:25688533-25688534,chr7:25688533-25688534
chr7:25688533-25688534,chr7:25688533-25688534
chr7:25707517-25707518,chr7:25712055-25712056
chr7:25712055-25712056,chr7:25688533-25688534
chr7:25719335-25719336,chr7:25719335-25719336
chr7:25755323-25755324,chr7:24391149-24391150
chr7:25782963-25782964,chr7:25280431-25280432
chr7:25788754-25788755,chr7:25688533-25688534
chr7:27179276-27179277,chr7:25707517-25707518
chr7:27196324-27196325,chr7:25712055-25712056
chr7:27228560-27228561,chr7:25755323-25755324
chr7:27232470-27232471,chr7:25688533-25688534
chr7:27487383-27487384,chr7:25755323-25755324
chr7:25782963-25782964,chr7:25782963-25782964
chr7:25719335-25719336,chr7:25755323-25755324
chr7:25782963-25782964,chr7:25782963-25782964
chr7:25755323-25755324,chr7:25788754-25788755
chr7:25782963-25782964,chr7:25688533-25688534
chr7:25788754-25788755,chr7:25250678-25250679
chr7:25802249-25802250,chr7:25688533-25688534
chr7:27196324-27196325,chr7:25755323-25755324
chr7:25788754-25788755,chr7:25782963-25782964
chr7:25802249-25802250,chr7:25788754-25788755
chr7:27196324-27196325,chr7:27179276-27179277
chr7:27228560-27228561,chr7:25688533-25688534
chr7:27257746-27257747,chr7:25782963-25782964
chr7:25802249-25802250,chr7:27179276-27179277
chr7:27196324-27196325,chr7:27196324-27196325
chr7:27196324-27196325,chr7:25688533-25688534
chr7:27228560-27228561,chr7:27196324-27196325
chr7:27257746-27257747,chr7:25782963-25782964
chr7:27228560-27228561,chr7:27179276-27179277
chr7:27232470-27232471,chr7:27196324-27196325
chr7:27257746-27257747,chr7:27228560-27228561
chr7:27487383-27487384,chr7:27232470-27232471
chr7:27257746-27257747,chr7:27474857-27474858
chr7:27257746-27257747,chr7:25688533-25688534
chr7:27487383-27487384,chr7:27196324-27196325
chr7:27487383-27487384,chr7:27335643-27335644
chr7:27487383-27487384,chr7:27356183-27356184
chr7:27482310-27482311,chr7:27407919-27407920
chr7:27487383-27487384,chr7:27474857-27474858
chr7:27487383-27487384,chr7:27482310-27482311
chr7:27508073-27508074,chr7:27487383-27487384
chr7:27542868-27542869,chr7:27491255-27491256
chr7:27553785-27553786,chr7:27487383-27487384
chr7:27591188-27591189,chr7:27487383-27487384
chr7:28374427-28374428,chr7:27542868-27542869
chr7:27508073-27508074,chr7:27487383-27487384
chr7:27553785-27553786,chr7:27838614-27838615
chr7:27860493-27860494,chr7:28169454-28169455
chr7:28179290-28179291,chr7:28169454-28169455
chr7:28312374-28312375,chr7:28338847-28338848
chr7:28374427-28374428,chr7:27487383-27487384
chr7:28350554-28350555,chr7:28312374-28312375
chr7:28374427-28374428,chr7:28338847-28338848
chr7:28380336-28380337,chr7:28350554-28350555
chr7:28374427-28374428,chr7:28357634-28357635
chr7:28380336-28380337,chr7:28338847-28338848
chr7:28374427-28374428,chr7:28350554-28350555
chr7:28380336-28380337,chr7:28374427-28374428
chr7:28392971-28392972,chr7:28374427-28374428
chr7:28411299-28411300,chr7:28380336-28380337
chr7:28419886-28419887,chr7:28374427-28374428
chr7:28435822-28435823,chr7:28374427-28374428
chr7:28598355-28598356,chr7:28380336-28380337
chr7:28716636-28716637,chr7:28374427-28374428
chr7:28741761-28741762,chr7:28380336-28380337
chr7:28766684-28766685,chr7:28419886-28419887
chr7:28810682-28810683,chr7:28374427-28374428
chr7:28821337-28821338,chr7:28435822-28435823
chr7:28955089-28955090,chr7:28374427-28374428
chr7:28392971-28392972,chr7:28380336-28380337
chr7:28419886-28419887,chr7:28374427-28374428
chr7:28435822-28435823,chr7:28380336-28380337
chr7:28716636-28716637,chr7:28374427-28374428
chr7:28741761-28741762,chr7:28380336-28380337
chr7:28766684-28766685,chr7:28741761-28741762
chr7:28810682-28810683,chr7:28374427-28374428
chr7:28821337-28821338,chr7:28380336-28380337
chr7:28944544-28944545,chr7:28419886-28419887
chr7:28955089-28955090,chr7:28435822-28435823
chr7:28435822-28435823,chr7:28741761-28741762
chr7:28810682-28810683,chr7:28766684-28766685
chr7:28598355-28598356,chr7:28802712-28802713
chr7:28810682-28810683,chr7:28374427-28374428
chr7:28766684-28766685,chr7:28380336-28380337
chr7:28810682-28810683,chr7:28810682-28810683
chr7:28810682-28810683,chr7:28810682-28810683
chr7:28955089-28955090,chr7:28810682-28810683
chr7:28810682-28810683,chr7:28821337-28821338
chr7:28821337-28821338,chr7:28810682-28810683
chr7:28849855-28849856,chr7:28920045-28920046
chr7:28865777-28865778,chr7:28920045-28920046
chr7:28920045-28920046,chr7:28925112-28925113
chr7:28944544-28944545,chr7:28380336-28380337
chr7:28955089-28955090,chr7:28810682-28810683
chr7:29180422-29180423,chr7:28920045-28920046
chr7:28865777-28865778,chr7:28925112-28925113
chr7:28955089-28955090,chr7:28931398-28931399
chr7:28925112-28925113,chr7:28374427-28374428
chr7:28931398-28931399,chr7:28380336-28380337
chr7:28944544-28944545,chr7:28766684-28766685
chr7:28955089-28955090,chr7:28810682-28810683
chr7:28962479-28962480,chr7:28821337-28821338
chr7:28931398-28931399,chr7:28920045-28920046
chr7:28944544-28944545,chr7:28925112-28925113
chr7:28955089-28955090,chr7:28931398-28931399
chr7:28944544-28944545,chr7:28944544-28944545
chr7:28955089-28955090,chr7:28920045-28920046
chr7:28955089-28955090,chr7:28944544-28944545
chr7:28962479-28962480,chr7:28955089-28955090
chr7:28962479-28962480,chr7:28955089-28955090
chr7:28972127-28972128,chr7:28955089-28955090
chr7:28981739-28981740,chr7:28810682-28810683
chr7:29180422-29180423,chr7:29170145-29170146
chr7:29238201-29238202,chr7:29180422-29180423
chr7:29449873-29449874,chr7:29444375-29444376
chr7:29458034-29458035,chr7:29449873-29449874
chr7:29783617-29783618,chr7:29767849-29767850
chr7:29817566-29817567,chr7:29767849-29767850
chr7:29907609-29907610,chr7:29783617-29783618
chr7:29954023-29954024,chr7:29767849-29767850
chr7:29817566-29817567,chr7:29817566-29817567
chr7:29907609-29907610,chr7:29767849-29767850
chr7:29954023-29954024,chr7:29907609-29907610
chr7:29983756-29983757,chr7:29954023-29954024
chr7:30095348-30095349,chr7:30090223-30090224
chr7:30121647-30121648,chr7:30095348-30095349
chr7:30195111-30195112,chr7:30169698-30169699
chr7:30559529-30559530,chr7:30552127-30552128
chr7:30563328-30563329,chr7:30552127-30552128
chr7:30956547-30956548,chr7:30588624-30588625
chr7:31042349-31042350,chr7:30956547-30956548
chr7:34230068-34230069,chr7:34213661-34213662
chr7:34313507-34313508,chr7:34230068-34230069
chr7:34320422-34320423,chr7:34269061-34269062
chr7:34348130-34348131,chr7:34299079-34299080
chr7:34390445-34390446,chr7:34230068-34230069
chr7:34320422-34320423,chr7:34234333-34234334
chr7:34313507-34313508,chr7:34269061-34269062
chr7:34320422-34320423,chr7:34299079-34299080
chr7:34390445-34390446,chr7:34313507-34313508
chr7:34313507-34313508,chr7:34313507-34313508
chr7:34320422-34320423,chr7:34320422-34320423
chr7:34320422-34320423,chr7:34313507-34313508
chr7:34339107-34339108,chr7:34320422-34320423
chr7:34342315-34342316,chr7:34230068-34230069
chr7:34654905-34654906,chr7:34320422-34320423
chr7:34339107-34339108,chr7:34230068-34230069
chr7:34342315-34342316,chr7:34269061-34269062
chr7:34348130-34348131,chr7:34320422-34320423
chr7:34390445-34390446,chr7:34313507-34313508
chr7:34654905-34654906,chr7:34320422-34320423
chr7:34654905-34654906,chr7:34390445-34390446
chr7:34939361-34939362,chr7:34630064-34630065
chr7:34973111-34973112,chr7:34390445-34390446
chr7:35119311-35119312,chr7:34390445-34390446
chr7:35235122-35235123,chr7:34390445-34390446
chr7:34654905-34654906,chr7:34654905-34654906
chr7:35119311-35119312,chr7:34390445-34390446
chr7:35235122-35235123,chr7:34654905-34654906
chr7:35820595-35820596,chr7:35802866-35802867
chr7:36913758-36913759,chr7:35802866-35802867
chr7:37364374-37364375,chr7:36913758-36913759
chr7:37337438-37337439,chr7:35802866-35802867
chr7:38272971-38272972,chr7:38218356-38218357
chr7:38228966-38228967,chr7:38228966-38228967
chr7:38262239-38262240,chr7:38183999-38184000
chr7:38272971-38272972,chr7:38228966-38228967
chr7:38272971-38272972,chr7:38262239-38262240
chr7:39552763-39552764,chr7:39544039-39544040
chr7:43786948-43786949,chr7:43432888-43432889
